objectid,year, Scientific_ Name, Verification_ Method, Identification_ Credibility,lat,lon,,Year,Occurrences
1713042,2011,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.4003,-80.0982,,,
1456406,2011,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.4984,-80.2219,,,
1955241,2011,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.608,-80.149,,,
1817392,2011,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.635,-80.0475,,,
1810145,2011,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.6619,-80.2617,,,
2409733,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,25.4637,-80.3345,,,
2019892,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,25.7426,-80.2676,,,
2463143,2012,Leiocephalus carinatus armouri,,Credible,25.8729,-80.3226,,,
2019907,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,25.9438,-80.1674,,,
2418192,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.0149,-80.2932,,,
2278822,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.1329,-80.1037,,,
2025215,2012,Leiocephalus carinatus armouri,,Credible,26.1374,-80.1339,,,
2278527,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.3067,-80.0764,,,
2651760,2012,Leiocephalus carinatus armouri,Expertise,Verified,26.3565,-80.3012,,,
2030258,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.4634,-80.06,,,
2054163,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.5093,-82.1893,,,
2025111,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.6676,-80.0546,,,
2482822,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.8256,-80.1021,,,
2482461,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.9202,-80.1304,,,
2417517,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.9686,-81.1179,,,
2417516,2012,Leiocephalus carinatus armouri,Expertise,Verified,27.0891,-80.6576,,,
2271936,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,27.2129,-80.7982,,,
2463191,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,27.6384,-80.3979,,,
2411103,2012,Leiocephalus carinatus armouri,,Credible,28.2515,-81.6612,,,
2276956,2012,Leiocephalus carinatus armouri,Voucher Photographs,Verified,28.332,-80.6189,,,
2689550,2013,Leiocephalus carinatus armouri,,Credible,24.5505,-81.807,,,
3071526,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,25.0095,-80.5158,,,
3045376,2013,Leiocephalus carinatus armouri,Expertise,Verified,25.0923,-80.4438,,,
3060132,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,25.1917,-80.3565,,,
3044423,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,25.2355,-80.4324,,,
2936013,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,25.7372,-80.2431,,,
2684231,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,25.9356,-81.7085,,,
2936005,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.036,-80.193,,,
3058729,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.0844,-80.2428,,,
3044942,2013,Leiocephalus carinatus armouri,,Credible,26.106,-80.1374,,,
3060020,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.4316,-81.9135,,,
3059524,2013,Leiocephalus carinatus armouri,,Credible,26.4748,-80.1346,,,
3067497,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.6209,-81.9386,,,
3047145,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.9164,-82.3215,,,
2986935,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.9226,-80.0962,,,
2954071,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,27.0743,-80.1457,,,
3059107,2013,Leiocephalus carinatus armouri,,Credible,27.1952,-80.2226,,,
2818774,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,27.199,-80.2525,,,
2986871,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,27.2497,-80.3713,,,
2935828,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,27.3304,-80.3265,,,
3046875,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,27.8871,-82.8511,,,
2818901,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,27.9747,-82.0124,,,
2935807,2013,Leiocephalus carinatus armouri,,Credible,28.3036,-80.6094,,,
3047594,2013,Leiocephalus carinatus armouri,Voucher Photographs,Verified,28.6551,-81.3222,,,
3944020,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,24.6491,-81.475,,,
3229964,2014,Leiocephalus carinatus armouri,Expertise,Verified,24.7309,-81.0263,,,
3943955,2014,Leiocephalus carinatus armouri,Photographs,Credible,25.0855,-80.4522,,,
3129187,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,25.0995,-80.4326,,,
3164769,2014,Leiocephalus carinatus armouri,Expertise,Verified,25.126,-80.407,,,
3970759,2014,Leiocephalus carinatus armouri,Expertise,Verified,25.8487,-81.3892,,,
3952780,2014,Leiocephalus carinatus armouri,Expertise,Verified,26.0577,-80.1645,,,
4139785,2014,Leiocephalus carinatus armouri,Expertise,Verified,26.0664,-80.2515,,,
3163312,2014,Leiocephalus carinatus armouri,,Credible,26.0668,-80.219,,,
3129241,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.0714,-80.2326,,,
3130576,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.081,-80.1124,,,
3136217,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.0979,-80.2512,,,
3910705,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.1279,-80.2445,,,
3228471,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.1315,-80.1347,,,
3130436,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.1361,-80.233,,,
3174413,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.1821,-80.1191,,,
3164774,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.2573,-80.2485,,,
3164740,2014,Leiocephalus carinatus armouri,,Credible,26.2641,-80.2619,,,
3129062,2014,Leiocephalus carinatus armouri,,Credible,26.2843,-80.1738,,,
3164420,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.3705,-80.2115,,,
3943572,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.399,-80.0719,,,
3943632,2014,Leiocephalus carinatus armouri,Expertise,Verified,26.6799,-80.2052,,,
4108161,2014,Leiocephalus carinatus armouri,Expertise,Verified,26.7509,-80.1053,,,
3908284,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,26.818,-80.0597,,,
3174527,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,27.297,-81.3592,,,
3229807,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,27.3107,-82.4578,,,
3198250,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,27.6813,-80.4312,,,
3130652,2014,Leiocephalus carinatus armouri,Voucher Photographs,Verified,27.7852,-82.4215,,,
3229803,2014,Leiocephalus carinatus armouri,Voucher Specimens,Verified,27.9738,-82.3527,,,
4206163,2015,Leiocephalus carinatus armouri,Expertise,Credible,24.5577,-81.7848,,,
4495460,2015,Leiocephalus carinatus armouri,Photographs,Verified,24.7207,-81.0243,,,
4435613,2015,Leiocephalus carinatus armouri,Expertise,Verified,25.0775,-80.4603,,,
4240271,2015,Leiocephalus carinatus armouri,Expertise,Credible,25.2897,-80.3746,,,
4257463,2015,Leiocephalus carinatus armouri,Photographs,Verified,25.3937,-80.5011,,,
4259407,2015,Leiocephalus carinatus armouri,Photographs,Verified,25.4714,-80.5032,,,
4496566,2015,Leiocephalus carinatus armouri,Expertise,Credible,25.7911,-80.2517,,,
4240071,2015,Leiocephalus carinatus armouri,Photographs,Verified,25.827,-80.3268,,,
4176791,2015,Leiocephalus carinatus armouri,Photographs,Verified,25.8665,-81.3848,,,
4207352,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.0114,-80.1181,,,
4259394,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.0627,-80.187,,,
4241629,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.0724,-80.1437,,,
4233800,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.1052,-80.3082,,,
4233777,2015,Leiocephalus carinatus armouri,Expertise,Credible,26.1064,-80.3073,,,
4255423,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.113,-80.1436,,,
4241391,2015,Leiocephalus carinatus armouri,Photographs,Credible,26.1425,-80.1444,,,
4207379,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.1516,-80.2024,,,
4419788,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.1655,-80.2604,,,
4495191,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.1829,-80.2646,,,
4239023,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.2538,-80.276,,,
4483133,2015,Leiocephalus carinatus armouri,Expertise,Verified,26.2589,-80.1877,,,
4495190,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.2814,-80.2649,,,
4495296,2015,Leiocephalus carinatus armouri,Expertise,Credible,26.522,-82.1893,,,
4259021,2015,Leiocephalus carinatus armouri,Expertise,Credible,26.6136,-81.9406,,,
4495297,2015,Leiocephalus carinatus armouri,Expertise,Credible,26.6171,-81.9523,,,
4239282,2015,Leiocephalus carinatus armouri,Photographs,Credible,26.6449,-80.0769,,,
4426743,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.6504,-80.1498,,,
4257326,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.6739,-81.8834,,,
4207580,2015,Leiocephalus carinatus armouri,Photographs,Verified,26.7082,-80.0987,,,
4239007,2015,Leiocephalus carinatus armouri,Expertise,Verified,26.8269,-80.6596,,,
4245591,2015,Leiocephalus carinatus armouri,Expertise,Verified,27.1762,-80.2523,,,
4256689,2015,Leiocephalus carinatus armouri,Photographs,Verified,27.6236,-80.3889,,,
4791948,2015,Leiocephalus carinatus armouri,Photographs,Verified,28.1226,-80.658,,,
4413573,2015,Leiocephalus carinatus armouri,Photographs,Verified,28.6599,-81.3394,,,
4864865,2016,Leiocephalus carinatus armouri,Expertise,Credible,24.556,-81.7756,,,
4712509,2016,Leiocephalus carinatus armouri,Photographs,Verified,24.825,-80.8154,,,
4493630,2016,Leiocephalus carinatus armouri,Photographs,Verified,24.916,-80.633,,,
4764680,2016,Leiocephalus carinatus armouri,Photographs,Verified,25.7582,-80.7001,,,
4449343,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.0097,-80.2437,,,
4716415,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.0385,-80.1191,,,
4886424,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.1115,-80.1072,,,
4719381,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.1323,-80.1822,,,
4499755,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.1456,-80.2432,,,
4707303,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.1496,-80.2274,,,
4864362,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.1905,-80.1216,,,
4864564,2016,Leiocephalus carinatus armouri,Expertise,Credible,26.5629,-81.9495,,,
4864009,2016,Leiocephalus carinatus armouri,Expertise,Credible,26.5649,-80.0933,,,
4864007,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.6574,-80.2951,,,
4864006,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.6749,-80.2465,,,
4764968,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.7031,-80.1721,,,
4778354,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.707,-80.0638,,,
4494433,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.7135,-80.05,,,
4758819,2016,Leiocephalus carinatus armouri,Photographs,Verified,26.8852,-80.0559,,,
4864005,2016,Leiocephalus carinatus armouri,Expertise,Credible,26.9203,-80.1918,,,
4455269,2016,Leiocephalus carinatus armouri,Photographs,Verified,27.2156,-80.178,,,
4864246,2016,Leiocephalus carinatus armouri,Photographs,Verified,27.2439,-80.8298,,,
4712845,2016,Leiocephalus carinatus armouri,Photographs,Verified,27.2743,-80.3505,,,
4707680,2016,Leiocephalus carinatus armouri,Photographs,Verified,27.3123,-80.3412,,,
4865060,2016,Leiocephalus carinatus armouri,Photographs,Verified,27.6648,-81.5158,,,
4714475,2016,Leiocephalus carinatus armouri,Expertise,Credible,27.8109,-82.633,,,
4494774,2016,Leiocephalus carinatus armouri,Photographs,Verified,27.8397,-82.7912,,,
4863442,2016,Leiocephalus carinatus armouri,Photographs,Verified,27.9415,-82.4817,,,
4499763,2016,Leiocephalus carinatus armouri,Photographs,Credible,28.0682,-80.5647,,,
4493629,2016,Leiocephalus carinatus armouri,Photographs,Verified,28.2015,-82.4558,,,
4865124,2016,Leiocephalus carinatus armouri,Photographs,Verified,28.7921,-81.6385,,,
4481575,2016,Leiocephalus carinatus armouri,Expertise,Verified,28.8298,-81.6908,,,
4865123,2016,Leiocephalus carinatus armouri,Expertise,Credible,28.8519,-81.6794,,,
