Parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species,green iguana (<em>Iguana iguana</em>),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
objectid, Reporter, Observation_ Date, Year_ Accuracy, Date_ Entered, Date_ Updated, Updated_ By, Collector, F W C  Observation  I D, Date_ Uncertainty, Report_ Ownership, Source_ Type, Florida_ Reporter, Weed_ Watch_ I D, Observation_ Identifier, Common_ Name, Scientific_ Name, Phenology, Nativity, Original_ Reported_ Subject, Sex, Reviewer_ Identifier, Confidence, Voucher, Herbarium, Herbarium_ Record, Reference, Host, Host_ Name, Host_ Phenology, Host_ Damage, Maturity, Life_ Status, Smallest_ Observed, Largest_ Observed, Incidence, Severity, Verification_ Method, Identification_ Credibility, Identification_ Date, Reviewed, Reviewer, Date_ Reviewed, Number_ Collected, Abundance, Density, Gross_ Area, Gross_ Area_ Units, Infested_ Area, Infested_ Area_ Units, Native_ Canopy_ Cover, Stem_ Count, Treatment, Treatment_ Area, Treatment_ Comments, Aggressiveness, Disturbance_ Age, Distrubance_ I D, Control_ Action, Patch_ Type, Disturbance, Population_ Size, Invasive_ Canopy_ Cover, Overall_percent_of_water_surface_of_plot_covered_by_vegetation, Overall_percent_of_water_surface_of_water_ Body_covered_by_vegetation, Eradication_ Date, Plants_ Treated, Habitat, Locality, Huc_ Number, Elevation, Disturbance_ Type, Disturbance_ Severity, Management_ Type, Impacted_ Resources, Location, Coordinates, F I P S_codes, City, Section,township, Range, Quart, Quad, Quad_ Number, Quarter_ Quad, Local_ Ownership, National_ Ownership, Satellite, Forest_ Service_ Region, National_ Forest, Ranger_ District, A K E P I C_ Site, A K E P I C_ Original_ Site, Map_ Scale, Map_ Source, Map_ Date, Access, Site_ Name, Coordinate_ Uncertainty, Depth_of_ Water, Water_ Body_ Type, Water_ Velocity, Water_ Clarity, Nutrient_ Level, Salinity_and_ Tide, Aspect, Soil_ Moisture, Substrate, C W M A_ Name, Alberta_ Jurisdiction, Sighting_ Waterbody_ I D, Lake/ Bay_ Name, Lake/ Bay_ Type, Creek_ Name, Creek_ Type, River_ Name, River_ Type, Muncipality_ Name, Conservation_ Authority_ Name, Provincial_ Park_ Name, Fisheries_ Management_ Zone_ I D, M N R_ District_ Boundaries_ Name, Conservation_ Area_ I D, Conservation_ Area_ Name, Quaternary_ Watershed_ I D, Tertiary_ Watershed_ I D, Conservation_ Reserves_ Name, First_ Nation_ Name, Federal_ Lands_ Name, Federal_ Lands_ Type, Florida_ Location_ I D, Refuge, Course, Elevation_ Uncertainty_ In_ Meters, Speed_ In_ Meters_ Per_ Second, Conservation_ Area, Water_ Body_ Name, Data_ Type, Study_ Type, Visit_ Type,method, Precision, Surveyor, Other_ Surveyors, Reporter_ Affiliation, Source_ Name, Source_ I D, Site, U R L, Datum, G P S_ Model, Comments, Project_ Name, Project_ Description, Project_ Method, Project_ Discussion, Collection_ Time, Start_ Time, Stop_ Time, Agent_ Source, Quantity, Trap_ Type, Number_ Of_ Traps, Target_ Name, Target_ Count, Target_ Range, Species_found,polygon Wkt
4888292,Chris rayneri  ,11-May-17,,11-May-17,11-May-17,,,,,,iPhone,,,,green iguana,Iguana iguana ,,,,,Crystal Hebets,,,,,,,,,,,,,,,,Photographs,Verified,22-May-17,Verified,FWCC Exotic Species Database,22-May-17,Multiple,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami-Dade County, Florida, United States","25.7199, -80.3728",12086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,,,,,,60,,,,,,,,,,Positive,"POLYGON ((-80.37295 25.71938, -80.37278 25.71948, -80.37261 25.71984, -80.37233 25.72005, -80.37258 25.72042, -80.37288 25.72026, -80.37313 25.72, -80.37318 25.7196, -80.37295 25.71938))"
4887898,Chris rayneri  ,8-May-17,,8-May-17,8-May-17,,,,,,iPhone,,,,green iguana,Iguana iguana ,,,,,Ashley Lawrence,,,,,,,,,,,,,,,,Photographs,Verified,10-May-17,Verified,Ashley Lawrence,10-May-17,Multiple,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami-Dade County, Florida, United States","25.7199, -80.3728",12086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,,,,,,60,,,,,,,,,,Positive,POINT (-80.3728 25.71993)
4887763,Amina Sublaban  ,26-Mar-17,,7-May-17,7-May-17,,,,,General Public,iPhone,,,,green iguana,Iguana iguana ,,,,,Jake Travers,,,,,,,,,,,,,,,,Expertise,Credible,22-Jun-17,Verified,FWCC Exotic Species Database,22-Jun-17,Multiple,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami-Dade County, Florida, United States","25.8538, -80.1907",12086,,,,,,,,,,,,,,,,,,,,,,10 Meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,,,,,,5,,,,,,,,,,Positive,POINT (-80.19068 25.85375)
4887487,Robert Scammon Rossman Realty Property Management ,3-May-17,,4-May-17,,,,,,General Public,Web Report,,,,green iguana,Iguana iguana ,Adult,,,,Ashley Lawrence,,0,,,,,,,,,Alive,36 Inches,48 Inches,,,Photographs,Credible,5-May-17,Verified,Ashley Lawrence,5-May-17,,,,1,acres,1,acres,,,,,,,,,,,,1,,,,,,Home,Large female iguana resting on a sea wall behind an condo building.,,,,,,,"Lee County, Florida, United States","26.5641, -82.0025",12071,,,,,,,,,,Public Water                                                                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,,,,Observation,,,,,,,,,,,,Positive,POINT (-82.002456039190292 26.564101191669927)
4886685,Chris rayneri  ,30-Apr-17,,30-Apr-17,30-Apr-17,,,,,State Agency,iPhone,,,,green iguana,Iguana iguana ,,,,,Edward Mercer,,,,,,,,,,,,,,,,Photographs,Verified,1-May-17,Verified,Edward Mercer,1-May-17,Multiple,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami-Dade County, Florida, United States","25.72, -80.373",12086,,,,,,,,,,,,,,,,,,,,,,32 Meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,,,,,,60,,,,,,,,,,Positive,POINT (-80.37299 25.71999)
4886683,Chris rayneri  ,30-Apr-17,,30-Apr-17,1-May-17,Edward Mercer Florida Fish & Wildlife Conservation Commission,,,,State Agency,iPhone,,,,green iguana,Iguana iguana ,,,black spiny-tailed iguana (Ctenosaura similis),,Edward Mercer,,,,,,,,,,,,,,,,Photographs,Corrected,1-May-17,Verified,Edward Mercer,1-May-17,Multiple,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami-Dade County, Florida, United States","25.7202, -80.3729",12086,,,,,,,,,,,,,,,,,,,,,,48 Meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,There is a plague of them worse than ever.  ,,,,,60,,,,,,,,,,Positive,POINT (-80.37285 25.72021)
4886580,Arthur Gladstone Lakes of Environ Condo Ass'n ,27-Apr-17,,27-Apr-17,28-Apr-17,Edward Mercer Florida Fish & Wildlife Conservation Commission,,,,State Agency,Web Report,,,,green iguana,Iguana iguana ,Adult,,Unidentified Tegu (Tupinambis spp.),,Edward Mercer,,0,,,,,,,,,Alive,18 Inches,36 Inches,,,Photographs,Corrected,28-Apr-17,Verified,Edward Mercer,28-Apr-17,,,,5,acres,3,acres,,,,,,,,,,,,12,,,,,,Aquatic: Brackish,3591 Environ Blvd. Lauderhill,,,,,,,"Broward County, Florida, United States",,12011,,,,,,,,,,Other/Unknown                                                                                       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,multiplying rapidly,,,Observation,,,,,,,,,,,,Positive,
4886388,Derrick Gainey  ,20-Apr-17,,24-Apr-17,24-Apr-17,,,,,General Public,iPhone,,,,green iguana,Iguana iguana ,,,,,Derrick Gainey,,,,,,,,,,,,,,,,,Verified,20-Apr-17,Verified,FWCC Exotic Species Database,25-May-17,Multiple,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broward County, Florida, United States","25.9804, -80.2698",12011,,,,,,,,,,,,,,,,,,,,,,10 Meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,,,,,,60,,,,,,,,,,Positive,POINT (-80.26977 25.98044)
4885387,Debbie Hart  ,16-Apr-17,,16-Apr-17,,,,,,,Web Report,,,Property Homeowners: Glen Hart and Debbie Hart,green iguana,Iguana iguana ,Adult,,,,Chloë Dubben,,0,"On property owned by homeowners, but crawled away into adjacent canal area.                                                                                                                                                                                    ",,,,,,,,Alive,,40 Inches,,,Photographs,Verified,17-Apr-17,Verified,FWCC Exotic Species Database,17-Apr-17,,,,1.75,acres,,0,,,,,,,,,,,,1,,,,,,Home,12901 83 Lane North,,,,,,,"Palm Beach County, Florida, United States",,12099,,,,,,,,,,Private Landowner*                                                                                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,Made identification by visual observation and online FWC identification guide.,,,Observation,,,,,,,,,,,,Positive,
4885239,Vincent Ryan  ,13-Apr-17,,13-Apr-17,13-Apr-17,,,,,,Android,,,,green iguana,Iguana iguana ,,,,,Maddie Gros,,,,,,,,,,,,,,,,Photographs,Credible,14-Apr-17,Verified,FWCC Exotic Species Database,14-Apr-17,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Florida, United States","27.1203, -80.2534",12085,,,,,,,,,,,,,,,,,,,,,,7 Meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,@ RaceTrac gas station on Kanner hwy. Very unusual colors,,,,,5,,,,,,,,,,Positive,POINT (-80.2534262 27.1202956)
4885229,Joseph Nourse Collier County Growth Management ,13-Apr-17,,13-Apr-17,,,,,,,Web Report,,,,green iguana,Iguana iguana ,Adult,,,,Maddie Gros,,0,,,,,,,,,Alive,24 Inches,36 Inches,,,Expertise,Possible,14-Apr-17,Verified,FWCC Exotic Species Database,14-Apr-17,,,,,acres,,acres,,,,,,,,,,,,1,,,,,,Wetlands: Swamp                                   ,I saw 1 Green Iguana crossing the road it was 24-36 inches long. I got a good look at it. I stoped my truck to take a photo and it ran away into the water.,,,,,,,"Collier County, Florida, United States","25.9462, -81.6436",12021,,,,,,,,,,County Government                                                                                   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,,,,Observation,,,,,,,,,,,,Positive,POINT (-81.64361356799418 25.946201936668881)
4885228,Joseph Nourse Collier County Growth Management ,13-Apr-17,,13-Apr-17,,,,,,,Web Report,,,,green iguana,Iguana iguana ,Adult,,,,Chloë Dubben,,0,,,,,,,,,Alive,24 Inches,36 Inches,,,Expertise,Verified,14-Apr-17,Verified,FWCC Exotic Species Database,14-Apr-17,,,,,acres,,acres,,,,,,,,,,,,1,,,,,,Wetlands: Swamp                                   ,I saw 1 Green Iguana crossing the road it was 24-36 inches long. I got a good look at it. I stoped my truck to take a photo and it ran away into the water.,,,,,,,"Collier County, Florida, United States","25.9462, -81.6436",12021,,,,,,,,,,County Government                                                                                   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,,,,Observation,,,,,,,,,,,,Positive,POINT (-81.64361356799418 25.946201936668881)
4884310,Honey Phillips City of Cape Coral ,11-Apr-17,,13-Apr-17,,,,,,,Web Report,,,Honey Phillips,green iguana,Iguana iguana ,Juvenile,,,,Maddie Gros,,0,On reported porperty                                                                                                                                                                                                                                           ,,,,,,,,Alive,24 Inches,24 Inches,,,Photographs,Credible,14-Apr-17,Verified,FWCC Exotic Species Database,14-Apr-17,,,,0.25,acres,0.25,acres,,,,,,,,,,,,1,,,,,,Developed/Disturbed area,"1814 SE 21st StreetCape Coral, Florida 33990",,,,,,,"Lee County, Florida, United States",,12071,,,,,,,,,,Private Landowner*                                                                                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,Juvenile female reported by citizen/homeowner,,,Observation,,,,,,,,,,,,Positive,
4882353,Andy Godwin  ,31-Mar-17,,31-Mar-17,31-Mar-17,,,,,,Android,,,,green iguana,Iguana iguana ,,,,,Chloë Dubben,,,,,,,,,,,,,,,,,Verified,31-Mar-17,Verified,FWCC Exotic Species Database,31-Mar-17,Multiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collier County, Florida, United States",,12021,,,,,,,,,,,,,,,,,,,,,,5 Meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,been seeing several iguanas on and around my property... picture is of a small one... saw at least 3 or 4 in the last week,,,,,10,,,,,,,,,,Positive,
4882330,Derrick Gainey  ,26-Mar-17,,31-Mar-17,31-Mar-17,,,,,,iPhone,,,,green iguana,Iguana iguana ,,,,,Chloë Dubben,,,,,,,,,,,,,,,,,Verified,31-Mar-17,Verified,FWCC Exotic Species Database,31-Mar-17,Multiple,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broward County, Florida, United States",,12011,,,,,,,,,,,,,,,,,,,,,,10 Meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGS84     ,,,,,,,60,,,,,,,,,,Positive,
