objectid,year, Scientific_ Name, Verification_ Method, Identification_ Credibility,lat,lon,,,Year,Occurrences
1332773,2010,Python regius ,Specimens,Verified,25.9003,-80.2113,,,,
1332768,2010,Python regius ,Specimens,Verified,25.9363,-80.3078,,,,
1184740,2010,Python regius ,Specimens,Verified,25.9388,-80.2441,,,,
1332789,2010,Python regius ,Specimens,Verified,25.9487,-80.2336,,,,
1969313,2010,Python regius ,Voucher Photographs,Verified,26.3489,-80.1379,,,,
2646362,2010,Python regius ,,Credible,26.7759,-80.3195,,,,
1301929,2010,Python regius ,,Credible,28.1462,-81.4688,,,,
1160343,2010,Python regius ,Voucher Photographs,Verified,28.866,-81.7531,,,,
634008,2010,Python regius ,Voucher Photographs,Verified,29.0203,-80.9724,,,,
1969311,2010,Python regius ,Voucher Specimens,Verified,29.6418,-82.2892,,,,
1817070,2011,Python regius ,Voucher Photographs,Verified,24.5633,-81.7958,,,,
2409841,2011,Python regius ,Specimens,Verified,25.4628,-80.4726,,,,
2409840,2011,Python regius ,Specimens,Verified,25.5394,-80.4026,,,,
2409837,2011,Python regius ,Specimens,Verified,25.592,-80.3914,,,,
1966479,2011,Python regius ,Specimens,Verified,25.595,-80.3195,,,,
2409851,2011,Python regius ,Specimens,Verified,25.6038,-80.3357,,,,
1966480,2011,Python regius ,Specimens,Verified,25.6673,-80.4146,,,,
2409847,2011,Python regius ,Specimens,Verified,25.6701,-80.4327,,,,
2409834,2011,Python regius ,Specimens,Verified,25.6823,-80.331,,,,
2409870,2011,Python regius ,Specimens,Verified,25.6838,-80.4436,,,,
2409845,2011,Python regius ,Specimens,Verified,25.7264,-80.3235,,,,
1966460,2011,Python regius ,Specimens,Verified,25.7312,-80.2916,,,,
2409846,2011,Python regius ,Specimens,Verified,25.7482,-80.3348,,,,
2409842,2011,Python regius ,Specimens,Verified,25.7528,-80.4073,,,,
2409843,2011,Python regius ,Specimens,Verified,25.8469,-80.2475,,,,
2409844,2011,Python regius ,Specimens,Verified,25.8738,-80.2993,,,,
2409839,2011,Python regius ,Specimens,Verified,25.8856,-80.2256,,,,
2409848,2011,Python regius ,Specimens,Verified,25.8911,-80.2633,,,,
2409838,2011,Python regius ,Specimens,Verified,25.9404,-80.3381,,,,
1659489,2011,Python regius ,Voucher Photographs,Verified,26.2073,-80.291,,,,
2649967,2011,Python regius ,Voucher Photographs,Verified,26.5677,-81.9044,,,,
1659478,2011,Python regius ,Voucher Photographs,Verified,26.6427,-81.7086,,,,
1659490,2011,Python regius ,Voucher Photographs,Verified,26.6508,-80.088,,,,
1817082,2011,Python regius ,Voucher Photographs,Verified,27.9895,-82.3443,,,,
2818557,2011,Python regius ,Expertise,Verified,28.0111,-80.5314,,,,
1713031,2011,Python regius ,Voucher Photographs,Verified,28.1249,-80.6402,,,,
1713049,2011,Python regius ,Voucher Photographs,Verified,29.6451,-81.6527,,,,
2642342,2011,Python regius ,Voucher Photographs,Verified,30.3235,-81.6679,,,,
1821811,2011,Python regius ,Voucher Photographs,Verified,30.4716,-86.5121,,,,
2641611,2012,Python regius ,Voucher Photographs,Verified,25.1656,-80.3808,,,,
2641425,2012,Python regius ,Voucher Photographs,Verified,25.5015,-80.5025,,,,
2409831,2012,Python regius ,Specimens,Verified,25.9447,-80.1762,,,,
2027659,2012,Python regius ,Voucher Photographs,Verified,26.0245,-80.3254,,,,
2411196,2012,Python regius ,Voucher Photographs,Verified,26.0946,-80.2193,,,,
2418081,2012,Python regius ,Voucher Photographs,Verified,26.1681,-80.2423,,,,
2462428,2012,Python regius ,Voucher Photographs,Verified,26.3338,-80.5666,,,,
2411183,2012,Python regius ,Voucher Photographs,Verified,26.4545,-81.7877,,,,
2418082,2012,Python regius ,Voucher Photographs,Verified,26.5821,-80.097,,,,
2409905,2012,Python regius ,Voucher Photographs,Verified,26.6138,-82.113,,,,
2418602,2012,Python regius ,Voucher Photographs,Verified,26.6966,-80.0959,,,,
2411503,2012,Python regius ,Voucher Photographs,Verified,27.2779,-81.3963,,,,
2418580,2012,Python regius ,Voucher Photographs,Verified,27.8476,-82.6356,,,,
2418614,2012,Python regius ,Voucher Photographs,Verified,28.0278,-81.6303,,,,
2462900,2012,Python regius ,Voucher Photographs,Verified,28.0284,-82.7864,,,,
2641290,2012,Python regius ,Voucher Photographs,Verified,28.0927,-82.4413,,,,
2483662,2012,Python regius ,Voucher Photographs,Verified,28.5642,-81.5512,,,,
2462897,2012,Python regius ,Voucher Photographs,Verified,28.6932,-81.2878,,,,
2651604,2012,Python regius ,Voucher Photographs,Verified,28.8128,-81.7109,,,,
2641431,2012,Python regius ,Voucher Photographs,Verified,29.2036,-82.0292,,,,
2483671,2012,Python regius ,Voucher Photographs,Verified,29.6274,-82.3392,,,,
2410035,2012,Python regius ,Voucher Photographs,Verified,30.1511,-85.4801,,,,
2418616,2012,Python regius ,Voucher Photographs,Verified,30.1567,-85.7298,,,,
2418586,2012,Python regius ,Voucher Photographs,Verified,30.3585,-81.4651,,,,
2483682,2012,Python regius ,Voucher Photographs,Verified,30.3812,-81.6536,,,,
2642323,2012,Python regius ,Voucher Photographs,Verified,30.5908,-86.9976,,,,
3083102,2013,Python regius ,Voucher Photographs,Verified,24.6697,-81.3508,,,,
2987834,2013,Python regius ,Voucher Photographs,Verified,25.4294,-80.5419,,,,
3123676,2013,Python regius ,Voucher Photographs,Verified,25.494,-80.4924,,,,
3044521,2013,Python regius ,Voucher Photographs,Verified,25.7308,-80.4478,,,,
3123675,2013,Python regius ,Voucher Photographs,Verified,25.9469,-80.1546,,,,
3059103,2013,Python regius ,Voucher Photographs,Verified,26.0006,-80.136,,,,
3066453,2013,Python regius ,Voucher Photographs,Verified,26.3315,-81.7582,,,,
3066553,2013,Python regius ,Voucher Photographs,Verified,26.6651,-81.6262,,,,
3108748,2013,Python regius ,Voucher Photographs,Verified,26.6938,-82.1444,,,,
3059104,2013,Python regius ,Voucher Photographs,Verified,26.6941,-80.0513,,,,
3067089,2013,Python regius ,Voucher Photographs,Verified,26.7043,-80.4126,,,,
3044719,2013,Python regius ,Voucher Photographs,Verified,26.9932,-80.1423,,,,
3109831,2013,Python regius ,Voucher Photographs,Verified,27.1512,-82.4694,,,,
3060392,2013,Python regius ,Voucher Photographs,Verified,27.7762,-82.7376,,,,
3058655,2013,Python regius ,Voucher Photographs,Verified,27.8996,-82.7799,,,,
2662850,2013,Python regius ,Voucher Photographs,Verified,28.0208,-81.9578,,,,
3044516,2013,Python regius ,Voucher Photographs,Verified,28.0305,-82.4394,,,,
3067498,2013,Python regius ,Voucher Photographs,Verified,28.0624,-82.484,,,,
2936010,2013,Python regius ,Voucher Photographs,Verified,28.2113,-82.4336,,,,
3081984,2013,Python regius ,Voucher Photographs,Verified,28.5459,-81.7429,,,,
3044940,2013,Python regius ,Voucher Photographs,Verified,29.3139,-81.0759,,,,
3067415,2013,Python regius ,Voucher Photographs,Verified,29.6242,-82.369,,,,
2689927,2013,Python regius ,Voucher Photographs,Verified,30.4199,-87.2763,,,,
4483058,2014,Python regius ,Photographs,Verified,24.6613,-81.4754,,,,
3954667,2014,Python regius ,Expertise,Verified,25.485,-80.4855,,,,
4102658,2014,Python regius ,Expertise,Verified,25.5278,-80.4056,,,,
4107340,2014,Python regius ,Expertise,Verified,25.6324,-80.4223,,,,
4107678,2014,Python regius ,Expertise,Verified,25.6359,-80.4441,,,,
4102545,2014,Python regius ,Specimens,Verified,25.6495,-80.421,,,,
4107339,2014,Python regius ,Expertise,Verified,25.6582,-80.4343,,,,
4108034,2014,Python regius ,Expertise,Verified,25.7193,-80.2991,,,,
3129249,2014,Python regius ,Specimens,Verified,25.7609,-80.2576,,,,
3943993,2014,Python regius ,Voucher Photographs,Verified,25.7872,-80.1305,,,,
3954672,2014,Python regius ,Expertise,Verified,26.018,-81.6285,,,,
4483041,2014,Python regius ,Photographs,Verified,26.1751,-80.1256,,,,
3130630,2014,Python regius ,Voucher Photographs,Verified,26.3522,-81.8531,,,,
4483030,2014,Python regius ,Photographs,Verified,27.0169,-82.0281,,,,
3152658,2014,Python regius ,Voucher Photographs,Verified,27.8255,-82.6706,,,,
4108182,2014,Python regius ,Expertise,Verified,28.0122,-80.64,,,,
3152649,2014,Python regius ,Voucher Photographs,Verified,28.1746,-81.8411,,,,
3163383,2014,Python regius ,Voucher Photographs,Verified,28.3351,-80.719,,,,
4483065,2014,Python regius ,Photographs,Verified,28.5536,-82.4056,,,,
4483045,2014,Python regius ,Photographs,Verified,29.1762,-82.1297,,,,
3129179,2014,Python regius ,Voucher Photographs,Verified,29.2585,-82.4495,,,,
3911164,2014,Python regius ,Expertise,Verified,29.4792,-81.1333,,,,
4252827,2015,Python regius ,Photographs,Verified,25.5314,-80.3909,,,,
4257724,2015,Python regius ,Specimens,Verified,25.6355,-80.5159,,,,
4240965,2015,Python regius ,Expertise,Verified,25.7188,-80.278,,,,
4240252,2015,Python regius ,Expertise,Verified,25.7604,-80.2946,,,,
4496776,2015,Python regius ,Photographs,Verified,25.7617,-80.1918,,,,
4241643,2015,Python regius ,Photographs,Verified,25.7623,-80.3819,,,,
4255325,2015,Python regius ,Photographs,Verified,25.7693,-80.3098,,,,
4425133,2015,Python regius ,Photographs,Verified,25.8651,-80.3309,,,,
4259825,2015,Python regius ,Photographs,Verified,25.9018,-80.3357,,,,
4483129,2015,Python regius ,Expertise,Verified,25.9162,-80.2074,,,,
4256797,2015,Python regius ,Expertise,Verified,25.9284,-80.2904,,,,
4413590,2015,Python regius ,Photographs,Verified,26.1282,-81.6868,,,,
4495214,2015,Python regius ,Photographs,Verified,26.2687,-80.1716,,,,
4483043,2015,Python regius ,Photographs,Verified,26.3183,-80.1738,,,,
4434433,2015,Python regius ,Photographs,Verified,26.6141,-80.1668,,,,
4483028,2015,Python regius ,Expertise,Verified,26.6931,-80.3097,,,,
4495373,2015,Python regius ,Photographs,Verified,27.0994,-82.4193,,,,
4206133,2015,Python regius ,Photographs,Verified,27.3022,-80.273,,,,
4494999,2015,Python regius ,Expertise,Credible,27.327,-81.0309,,,,
4183488,2015,Python regius ,Expertise,Verified,27.5935,-81.4856,,,,
4494513,2015,Python regius ,Photographs,Verified,27.7634,-82.2815,,,,
4483001,2015,Python regius ,Photographs,Verified,27.7748,-82.6661,,,,
4483002,2015,Python regius ,Expertise,Verified,27.794,-82.7931,,,,
4494783,2015,Python regius ,Photographs,Verified,27.8495,-82.6707,,,,
4483000,2015,Python regius ,Expertise,Credible,27.8881,-82.8162,,,,
4494514,2015,Python regius ,Specimens,Verified,27.9945,-82.2943,,,,
4483032,2015,Python regius ,Expertise,Verified,28.2676,-82.3848,,,,
4495525,2015,Python regius ,Photographs,Verified,28.406,-81.5031,,,,
4495524,2015,Python regius ,Photographs,Verified,28.4527,-81.6175,,,,
4483066,2015,Python regius ,Expertise,Verified,28.5089,-82.3165,,,,
4495515,2015,Python regius ,Expertise,Verified,28.6259,-80.834,,,,
4494969,2015,Python regius ,Photographs,Verified,28.7514,-81.3551,,,,
4495621,2015,Python regius ,Photographs,Verified,30.313,-86.0932,,,,
4866685,2016,Python regius ,Expertise,Credible,25.4762,-80.4242,,,,
4866686,2016,Python regius ,Photographs,Verified,25.6706,-80.413,,,,
4846587,2016,Python regius ,Expertise,Verified,25.7312,-80.379,,,,
4796093,2016,Python regius ,Photographs,Verified,25.7708,-80.1694,,,,
4495213,2016,Python regius ,Photographs,Verified,26.0349,-80.304,,,,
4864446,2016,Python regius ,Photographs,Verified,26.0854,-80.1445,,,,
4864448,2016,Python regius ,Photographs,Verified,26.1793,-80.2518,,,,
4863684,2016,Python regius ,Expertise,Credible,26.1869,-81.6434,,,,
4864103,2016,Python regius ,Photographs,Verified,26.3379,-80.1305,,,,
4777641,2016,Python regius ,Photographs,Verified,26.3554,-80.298,,,,
4483829,2016,Python regius ,Photographs,Verified,26.4612,-81.7657,,,,
4489488,2016,Python regius ,Photographs,Verified,26.6024,-82.0183,,,,
4864609,2016,Python regius ,Photographs,Verified,26.6773,-81.7583,,,,
4864104,2016,Python regius ,Photographs,Verified,26.6841,-80.2355,,,,
4494915,2016,Python regius ,Expertise,Credible,26.8338,-80.6403,,,,
4495372,2016,Python regius ,Photographs,Verified,27.1008,-82.3339,,,,
4865137,2016,Python regius ,Expertise,Verified,27.3755,-81.2247,,,,
4864821,2016,Python regius ,Photographs,Verified,27.3905,-82.4967,,,,
4864820,2016,Python regius ,Expertise,Credible,27.4989,-82.5748,,,,
4863514,2016,Python regius ,Expertise,Credible,27.7918,-82.2909,,,,
4494784,2016,Python regius ,Photographs,Verified,27.8617,-82.714,,,,
4863517,2016,Python regius ,Expertise,Credible,27.8661,-82.3265,,,,
4863515,2016,Python regius ,Photographs,Verified,27.9465,-82.5144,,,,
4863759,2016,Python regius ,Photographs,Verified,27.9517,-82.756,,,,
4863516,2016,Python regius ,Photographs,Verified,28.0068,-82.6051,,,,
4863513,2016,Python regius ,Photographs,Verified,28.1207,-82.5985,,,,
4863758,2016,Python regius ,Photographs,Verified,28.1248,-82.7715,,,,
4775977,2016,Python regius ,Expertise,Verified,28.2132,-80.7062,,,,
4864239,2016,Python regius ,Expertise,Credible,28.2921,-82.4906,,,,
4865014,2016,Python regius ,Specimens,Verified,28.4835,-82.5708,,,,
4864199,2016,Python regius ,Photographs,Verified,28.6599,-81.4306,,,,
4495542,2016,Python regius ,Photographs,Verified,30.053,-83.1749,,,,
4495264,2016,Python regius ,Photographs,Verified,30.238,-81.8377,,,,
4865121,2016,Python regius ,Photographs,Verified,30.4052,-84.3428,,,,
4873118,2017,Python regius ,Photographs,Verified,25.8635,-80.2729,,,,
